Nr.,Categorie,Produs,Producător,Țară,Preț (MDL)
1709,Vitamine și Minerale,Calciu+Magneziu+Zinc+Selen comp. N30+10 CADOU Doppelherz,Queisser Pharma GmbH Co.&KG,Germania,259
1710,Sănătate - Parafarmaceutice,Cameton spray bucofaringian 20ml (Flumed-Farm),Flumed-Farm SRL,Republica Moldova,"39,99"
1711,Frumusețe și Igienă - Îngrijire Corp/Față,"Camomilla Blu gel dus corp si fata,piele uscata si sensibila 500ml",M&D Pharmacy S.r.l.,Italia,"148,75"
1712,Vitamine și Minerale,Canephron® forte drajeuri N15x2,"Bionorica SE (prod.: Bionorica SE, Germania; Dragenopharm Apotheker Puschl GmbH&Co.KG, Germania; Rot",Germania,"193,37"
1713,Sănătate - Medicamente OTC,Captopril 12.5mg comp. N10x2 (KRKA),"KRKA d.d., Novo mesto",Slovenia,"20,55"
1714,Sănătate - Medicamente OTC,Captopril LPH® 25 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"20,02"
1715,Sănătate - Medicamente OTC,Captopril LPH® 25 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"19,98"
1716,Sănătate - Medicamente OTC,Captopril LPH® 25 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"19,99"
1717,Sănătate - Medicamente OTC,Captopril LPH® 50 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"24,66"
1718,Sănătate - Medicamente OTC,Captopril LPH® 50 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"24,71"
1719,Sănătate - Medicamente OTC,Captopril LPH® 50 mg comp. N10x3,"LaborMed Pharma SA, SC",Romania,"24,69"
1720,Sănătate - Medicamente OTC,Carbamazepina-BP comp. 200mg N10x5 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"36,6"
1721,Sănătate - Medicamente OTC,Carbamazepina-BP comp. 400mg N10x5 (Balkan),"Balkan Pharmaceuticals SRL, SC",Republica Moldova,"69,81"
1722,Vitamine și Minerale,Carbune activat comp. 250mg N10 Belarus ,Biozdravit SRL,Belarus,"3,6"
1723,Vitamine și Minerale,Carbune activat comp. 250mg N10 Zdravofarm ,ЗдравоФарм,Ucraina,4
1724,Sănătate - Medicamente OTC,Cardonat Kiddy caps.N30 Sperco,Sperco-Ucraina IM,Ucraina,"158,07"
1725,Sănătate - Medicamente OTC,Cartan® sol. orala 100 mg/ml 10 ml N10 Pharmaris,Demo S.A. Pharmaceutical Industry,Grecia,"120,85"
1726,Sănătate - Medicamente OTC,Carvidil comp. 6.25mg N14x2,Grindeks SA,Letonia,"25,58"
1727,Vitamine și Minerale,Cateter Folei 2 canale 10ml N16 Romed,Romed,Olanda,"32,69"
1728,Vitamine și Minerale,Cateter intravenos cu valve N20 Romed,Romed,Olanda,"9,53"
1729,Sănătate - Medicamente OTC,Catina supp. N10 (FP),FarmaPrim SRL,Republica Moldova,"30,99"
1730,Sănătate - Medicamente OTC,Cavinton comp. 5mg N50 (Gedeon),Gedeon Richter PLC,Ungaria,"99,4"
1731,Sănătate - Medicamente OTC,Cavinton comp. 5mg N50 (Gedeon),Gedeon Richter PLC,Ungaria,"98,21"
1732,Sănătate - Medicamente OTC,Cavinton conc./sol. perf. 10 mg/2 ml  2 ml N10 (Gedeon),Gedeon Richter PLC,Ungaria,"90,04"
1733,Vitamine și Minerale,Cavinton forte comp. 10mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"91,3"
1734,Vitamine și Minerale,Cavinton forte comp. 10mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"93,48"
1735,Vitamine și Minerale,Cavinton® Comforte comp.orodisp.10 mg N15x2 (Gedeon),"Gedeon Richter PLC (prod.: Gedeon Richter PLC, Ungaria; Grodzisk Pharmaceutical Works Polfa Co Ltd,",Ungaria,"95,21"
1736,Mamă și Copil,Ceai copii Fares BabyCalm 1g N20,Laboratoarele Fares Bio Vital,Romania,"58,99"
1737,Sănătate - Plante Medicinale,"Ceai Fares Calmocard (calmant cardiac) 1,5g N20",Laboratoarele Fares Bio Vital,Romania,"61,9"
1738,Sănătate - Plante Medicinale,Ceai Fares Coada Soricelului 1g N20,Laboratoarele Fares Bio Vital,Romania,41
1739,Sănătate - Plante Medicinale,Ceai Fares Coada Soricelului 1g N20,Laboratoarele Fares Bio Vital,Romania,"40,99"
1740,Sănătate - Plante Medicinale,"Ceai Fares Curatarea Colonului (detoxifere,constipatie) 1,5g N20",Laboratoarele Fares Bio Vital,Romania,73
1741,Sănătate - Plante Medicinale,"Ceai Fares Curatarea singelui (elimin.toxinelor) 1,5g N20",Laboratoarele Fares Bio Vital,Romania,"60,49"
1742,Vitamine și Minerale,Ceai Fares Ghimbir si Lamie 2g N20,Laboratoarele Fares Bio Vital,Romania,40
1743,Vitamine și Minerale,"Ceai Fares Hapciu (caile respiratorii) 1,5g N20",Laboratoarele Fares Bio Vital,Romania,"61,2"
1744,Sănătate - Plante Medicinale,Ceai Fares Musetel 1g N20,Laboratoarele Fares Bio Vital,Romania,32
1745,Vitamine și Minerale,"Ceai Fares Plantusin antibronsitic 1,5g N20",Laboratoarele Fares Bio Vital,Romania,58
1746,Sănătate - Plante Medicinale,Ceai Fares Vezica biliara 50g,Laboratoarele Fares Bio Vital,Romania,"76,99"
1747,Vitamine și Minerale,"Ceai Hypericum Diuretic 1,7g N20",Hypericum Impex SRL,Romania,"53,88"
1748,Sănătate - Plante Medicinale,Ceai Hypericum Muguri mesteacan 50g,Hypericum Impex SRL,Romania,63
1749,Sănătate - Plante Medicinale,Ceai Hypericum Paducel 2g N20,Hypericum Impex SRL,Romania,"55,99"
1750,Vitamine și Minerale,"Ceai Hypericum Papadie 1,5g N20",Hypericum Impex SRL,Romania,"59,37"
1751,Sănătate - Plante Medicinale,"Ceai Hypericum Roinita (Melisa) 1,8g N20",Hypericum Impex SRL,Romania,"61,62"
1752,Sănătate - Plante Medicinale,Ceai Musetel flori 50g Depofarm,Depofarm SRL,Republica Moldova,"50,4"
1753,Sănătate - Plante Medicinale,Ceai Pol-pola 40g Pharma Herb,Pharma Herb SRL,Republica Moldova,"49,59"
1754,Sănătate - Plante Medicinale,Ceai Pol-pola 50g Depofarm ,Depofarm SRL,Republica Moldova,"52,74"
1755,Sănătate - Plante Medicinale,"Ceai Sena 1,5 N20 Depofarm ",Depofarm SRL,Republica Moldova,"41,58"
1756,Vitamine și Minerale,"Ceai Specie Arfazetin 1,5g N20 Depofarm ",Depofarm SRL,Republica Moldova,"33,72"
1757,Sănătate - Plante Medicinale,Ceai Турбослим очищение 2g N20 Evalar,Evalar,Rusia,"239,98"
1758,Sănătate - Parafarmaceutice,Cefamed 1g+solvent i/m N1 (ceftriaxon),"World Medicine Limited (prod.: PharmaVision Sanayi ve Ticaret A.S., Turcia)",Marea Britanie,"51,79"
1759,Sănătate - Parafarmaceutice,Cefamed 1g+solvent i/m N1 (ceftriaxon),"World Medicine Limited (prod.: PharmaVision Sanayi ve Ticaret A.S., Turcia)",Marea Britanie,"51,3"
1760,Sănătate - Medicamente OTC,"Cefazolin 1g inj.  i/m, i/v N10 (Borisov)",UPM din Borisov RUP,Belarus,"88,83"
1761,Sănătate - Medicamente OTC,Cefecon-D 100mg  supp. N10 (3luni -3 ani),Nijfarm SAD,Rusia,"13,67"
1762,Sănătate - Medicamente OTC,Ceftinex comp. film. 300 mg N10,"Bilim Pharmaceuticals AS (prod.: Bilim Pharmaceuticals AS, Turcia; Idol Ilac Dolum Sanayii ve Ticare",Turcia,"133,48"
1763,Sănătate - Medicamente OTC,Ceraxon® comp. film.500 mg N5x4,Ferrer Internacional SA,Spania,"319,69"
1764,Vitamine și Minerale,Chlorofilipt comp. 25mg N40 Biodeal,Biodeal Pharmaceuticals PLT.LTD,India,"39,9"
1765,Sănătate - Medicamente OTC,Chlorophyllin-OZ comp. 12.5  N20,"GNTLS SA, Uzina experimentala",Ucraina,"13,49"
1766,Sănătate - Medicamente OTC,Chlorophyllin-OZ sol. alcool. 10mg/ml 100ml (GNTLS),"GNTLS SA, Uzina experimentala",Ucraina,"41,49"
1767,Sănătate - Medicamente OTC,Chlorophyllin-OZ spray bucofaring. 2 mg/ml 15 ml N1,"GNTLS SA, Uzina experimentala",Ucraina,"42,68"
1768,Sănătate - Medicamente OTC,Chondroguard sol. inj. 100mg/ml 2ml N10,FarmFirma Sotex SAI,Rusia,"207,8"
1769,Sănătate - Parafarmaceutice,Cicastim crema (tratamentul cicatricilor) 20ml ACM,ACM Laboratoires,Franta,"214,99"
1770,Sănătate - Medicamente OTC,Cinarizina comp. 25mg N50 Sopharma,Sopharma AD,Bulgaria,"16,97"
1771,Sănătate - Medicamente OTC,Cinnabsin comp. N20x3,Alpen Pharma,Germania,"133,35"
1772,Vitamine și Minerale,Cintar electronic Rossmax WB 100 (max.180 kg),Rossmax International LTD,Elvetia,"497,5"
1773,Sănătate - Medicamente OTC,Ciprinol comp. film. 500mg N10,"KRKA d.d., Novo mesto",Slovenia,"49,24"
1774,Sănătate - Medicamente OTC,Circel Stop comp. N30+10 CADOU Doppelherz,Queisser Pharma GmbH Co.&KG,Germania,149
1775,Sănătate - Parafarmaceutice,Cirja (костыль) (TVA 0%),Mediprof-Raileanu,Republica Moldova,"249,75"
1776,Sănătate - Medicamente OTC,Clafen crema 10 mg/g 40g N1(Antibiotice) Diclofenac,"Antibiotice SA, SC",Romania,"50,91"
1777,Sănătate - Medicamente OTC,Clafen supp.100mg N3x2 (Antibiotice) Diclofenac,"Antibiotice SA, SC",Romania,"16,08"
1778,Sănătate - Parafarmaceutice,Clodifen gel 5% 45g N1,"World Medicine Limited (prod.: Slavia Pharm SRL, SC, Romania)",Marea Britanie,"51,31"
1779,Vitamine și Minerale,Clodifen sol.inj. 75mg/3ml N5 (diclofenac Na),"World Medicine (prod.: Egyptian International Pharmaceutical Industries Co. E.I.P.I.Co, Egipt)",SUA,"48,56"
1780,Vitamine și Minerale,Clorhexidina solutie 0.05% 100ml Depofarm,Depofarm SRL,Republica Moldova,"45,32"
1781,Vitamine și Minerale,Clorhexidina solutie 0.05% 100ml Eurofarmaco,"Eurofarmaco SA, ICS",Republica Moldova,"40,53"
1782,Sănătate - Medicamente OTC,Clotrimazol 100mg supp. vag. N6 (FP),FarmaPrim SRL,Republica Moldova,34
1783,Sănătate - Medicamente OTC,"Co-Sentor comp. film. 50 mg+12,5 mg N30 (Gedeon)","Gedeon Richter PLC (prod.: Uzina farmaceutica Polfa din Grodzisk SAD, Polonia)",Ungaria,"80,63"
1784,Sănătate - Medicamente OTC,"Co-Sentor comp. film. 50 mg+12,5 mg N30 (Gedeon)","Gedeon Richter PLC (prod.: Uzina farmaceutica Polfa din Grodzisk SAD, Polonia)",Ungaria,"81,41"
1785,Sănătate - Medicamente OTC,Co-Sentor comp. film.100 mg+25 mg N30 (Gedeon),"Gedeon Richter PLC (prod.: Uzina farmaceutica Polfa din Grodzisk SAD, Polonia)",Ungaria,"85,97"
1786,Sănătate - Medicamente OTC,Cognum comp.250mg N50  KVZ,Uzina de vitamine din Kiev SAD,Ucraina,"162,61"
1787,Vitamine și Minerale,"Colagen Forte+(regenerare articulatii,piele,1 caps/zi) N60 MaxiVita",Vitar s.r.o,Cehia,"346,99"
1788,Vitamine și Minerale,Colagen System 11000 Plus flacoane N30 Doppelherz,Queisser Pharma GmbH Co.&KG,Germania,"988,99"
1789,Vitamine și Minerale,Colagen System 11000 Plus flacoane N30 Doppelherz,Queisser Pharma GmbH Co.&KG,Germania,"889,99"
1790,Sănătate - Medicamente OTC,Colchicina comp.1mg N40#,"Biofarm SA, SC",Romania,"52,5"
1791,Sănătate - Medicamente OTC,Coldrex Max Grip plic. N10(lamie),"GlaxoSmithKline Consumer Healthcare, GlaxoSmithKline Export Ltd (prod.: SmithKline Beecham SA, Spani",Marea Britanie,"107,28"
1792,Sănătate - Medicamente OTC,Coldrex Max Grip plic. N10(lamie),"GlaxoSmithKline Consumer Healthcare, GlaxoSmithKline Export Ltd (prod.: SmithKline Beecham SA, Spani",Marea Britanie,"108,96"
1793,Vitamine și Minerale,Colon Protect pulbere N20,Natur Product Pharma Sp.Z O.O,Polonia,"201,6"
1794,Sănătate - Medicamente OTC,Comp. contra tusei N10x2 (Vifiteh),Vifiteh SAI,Rusia,"14,12"
1795,Sănătate - Medicamente OTC,Comp. contra tusei N10x2 (Vifiteh),Vifiteh SAI,Rusia,"17,2"
1796,Sănătate - Medicamente OTC,Concor comp. 5mg N30,"Merck Healthcare KGaA, Germania(PROD: Merck Healthcare KGaA, Germania; )",Germania,"63,34"
1797,Sănătate - Parafarmaceutice,Container urina steril individual ambalat individual 120ml FZ,Farmac Zabban SPA,Italia,"7,5"
1798,Sănătate - Medicamente OTC,Cordaflex comp. 10mg N100,Egis Pharmaceuticals PLC,Ungaria,"42,79"
1799,Sănătate - Medicamente OTC,Cordaflex comp. 10mg N100,Egis Pharmaceuticals PLC,Ungaria,"42,48"
1800,Vitamine și Minerale,Corset corectia tinutei Universal culoare bej Ersamed,ERSA MED MEDIKAL ORTOPEDI,Turcia,"598,99"
1801,Sănătate - Parafarmaceutice,Corset lombosacral 26cm Universal Ersamed,ERSA MED MEDIKAL ORTOPEDI,Turcia,699
1802,Sănătate - Medicamente OTC,Cortexin® liof./sol. inj. 10 mg N10,Geropharm SRL,Rusia,"342,76"
1803,Sănătate - Parafarmaceutice,Coryol 25mg N14x2,"KRKA d.d., Novo mesto",Slovenia,"55,09"
1804,Vitamine și Minerale,Cotidierbe comp. N45,Specchiasol SRL,Italia,"196,62"
1805,Vitamine și Minerale,Cotidierbe comp. N45,Specchiasol SRL,Italia,"192,99"
1806,Mamă și Copil,Crema copii Victoras 100ml,Viorica-Cosmetic,Republica Moldova,"61,96"
1807,Mamă și Copil,Crema copii Victoras 100ml,Viorica-Cosmetic,Republica Moldova,"65,67"
1808,Mamă și Copil,Crema copii Детский 45ml,Kalina,Rusia,"38,34"
1809,Frumusețe și Igienă - Îngrijire Corp/Față,Crema maini Primalona glicerina si aloe 100ml Dr.Muller PHARMA,Dr. Muller Pharma s.r.o,Cehia,"78,99"
1810,Vitamine și Minerale,Crema picioare Teimurov 50g,Zeleonaia Dubrava,Rusia,"83,01"
1811,Sănătate - Parafarmaceutice,Crema-gel Эндокринол 50g Evalar,Evalar,Rusia,"236,97"
1812,Sănătate - Parafarmaceutice,Cremgen ung.15g Sperco,Sperco-Ucraina IM,Ucraina,"82,97"
1813,Sănătate - Parafarmaceutice,Cufsol Balsam 20g,Sidler Remedies Pvt. Ltd.,India,"36,65"
1814,Mamă și Copil,Curasept Pasta dinti Biosmalto Baby-Kid 6luni-6ani cu fluor 50ml,Curasept S.p.A,Italia,"101,9"
1815,Mamă și Copil,Curasept Pasta dinti Biosmalto Baby-Kid 6luni-6ani fara fluor 50ml,Curasept S.p.A,Italia,93
1816,Mamă și Copil,Curasept Periuta dinti Biosmalto Baby 0-3ani,Curasept S.p.A,Italia,"82,99"
1817,Mamă și Copil,Curasept Periuta dinti Biosmalto Junior 7-12ani,Curasept S.p.A,Italia,"78,91"
1818,Mamă și Copil,Curasept Periuta dinti Biosmalto Junior 7-12ani,Curasept S.p.A,Italia,87
1819,Mamă și Copil,Curasept Periuta dinti Biosmalto Kids 3-6ani,Curasept S.p.A,Italia,83
1820,Sănătate - Medicamente OTC,Cyclodynon® comp. film. 4 mg  N30,"Bionorica SE (prod.: Bionorica SE, Germania; Dragenopharm Apotheker Puschl GmbH&Co.KG, Germania; Rot",Germania,"132,92"
1821,Sănătate - Medicamente OTC,D-Vit Lamyra comp. film. 10000 UI N15,Quest Vitamins Middle East FZE,Marea Britanie,"229,42"
1822,Sănătate - Medicamente OTC,Daplig comp.film.10 mg N14x2,"SABA Ilac San. ve Tic. A.Ş., Turcia(PROD: Deva Holding A.Ş., Turcia; )",Turcia,"319,98"
1823,Sănătate - Medicamente OTC,Daplig comp.film.10 mg N14x2,"SABA Ilac San. ve Tic. A.Ş., Turcia(PROD: Deva Holding A.Ş., Turcia; )",Turcia,"327,18"
1824,Vitamine și Minerale,Davita Bone comp. N30,DHG PHARMACEUTICAL JOINT-STOCK COMPANY,Vietnam,"144,27"
1825,Sănătate - Medicamente OTC,Decaris tab. 150mg N1 (Gedeon),Gedeon Richter PLC,Ungaria,"51,39"
1826,Sănătate - Medicamente OTC,"Decasan® sol. cutan.0,2 mg/ml 400 ml N1",Iuria-Farm SRL,Ucraina,"105,38"
1827,Vitamine și Minerale,"Decasan® sol. de inhalat prin nebulizator 0,2mg/ml 2ml N12",Iuria-Farm SRL,Ucraina,"84,7"
1828,Vitamine și Minerale,Degetar Romed Large N100,Romed,Olanda,"50,25"
1829,Vitamine și Minerale,Degetar Romed Large N100,Romed,Olanda,"59,7"
1830,Vitamine și Minerale,Dekamer D3+K2 (2000 UI+90mcg) comp. N30 Human Care,Pharmalife Research SRL,Italia,"258,99"
1831,Sănătate - Medicamente OTC,Dentokind comp. N150,Deutsche Homoopathie-Union DHU-Arzneimittel GmbH & Co. KG,Germania,"127,42"
1832,Mamă și Copil,Depakine 5.764g/100ml 150ml sirop (acid valproic),"Sanofi-Aventis France (prod.: Sanofi Winthrop Industrie, Franta)",Romania,"80,26"
1833,Mamă și Copil,Depakine chrono 300mg comp. film. N50x2 (acid valproic),"Sanofi-Aventis France (prod.: Sanofi Winthrop Industrie, Franta)",Romania,"151,21"
1834,Mamă și Copil,Depakine chrono 300mg comp. film. N50x2 (acid valproic),"Sanofi-Aventis France (prod.: Sanofi Winthrop Industrie, Franta)",Romania,"150,99"
1835,Sănătate - Medicamente OTC,Depantol supp.vag. N10 (Nijfarm),Nijfarm SAD,Rusia,"146,15"
1836,Mamă și Copil,Depiwhite M SPF50+Crema 40ml (pete pigmentare post sarcina) ACM,ACM Laboratoires,Franta,391
1837,Sănătate - Medicamente OTC,Depotin sirop 100ml Depofarm ,Depofarm SRL,Republica Moldova,"203,4"
1838,Vitamine și Minerale,Dermazole crema 20mg/ml 15g (Ketoconazol),Kusum Healthcare Pvt.Ltd,India,"64,7"
1839,Frumusețe și Igienă - Îngrijire Păr,Dermazole® sampon 2% 100ml (Ketoconazol),Kusum Healthcare Pvt.Ltd,India,"91,36"
1840,Frumusețe și Igienă - Îngrijire Păr,Dermazole® sampon 2% 8ml N20 (Ketoconazol),Kusum Healthcare Pvt.Ltd,India,"152,28"
1841,Frumusețe și Igienă - Îngrijire Păr,Dermazole® sampon 2% 8ml N20 (Ketoconazol),Kusum Healthcare Pvt.Ltd,India,"152,29"
1842,Vitamine și Minerale,Dermovate ung. 25g,"Glaxo Wellcome UK Ltd (prod.: Glaxo Wellcome GmbH&Co.KG, Germania)",Marea Britanie,"55,85"
1843,Sănătate - Medicamente OTC,Detralex® comp.film. 500mg N15x2,"Les Laboratoires Servier (prod.: Cenexi, Franta; Les Laboratoires Servier Industrie, Franta)",Franta,"161,49"
1844,Sănătate - Medicamente OTC,Detralex® comp.film. 500mg N15x2,"Les Laboratoires Servier (prod.: Cenexi, Franta; Les Laboratoires Servier Industrie, Franta)",Franta,"170,56"
1845,Sănătate - Medicamente OTC,Detralex® comp.film. 500mg N15x2,"Les Laboratoires Servier (prod.: Cenexi, Franta; Les Laboratoires Servier Industrie, Franta)",Franta,"170,76"
1846,Sănătate - Parafarmaceutice,Dexametazon pic.oft. 0.1% 10ml,"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"38,53"
1847,Sănătate - Medicamente OTC,Dexinal comp. film. 25mg N20,"Nobel Ilac Sanayii ve Ticaret A.S. (prod.: Nobel Ilac Sanayii ve Ticaret AS, Turcia)",Turcia,"64,5"
1848,Sănătate - Medicamente OTC,Diacarb® comp.250mg N30,Polpharma SA,Polonia,"71,46"
1849,Sănătate - Medicamente OTC,Diacarb® comp.250mg N30,Polpharma SA,Polonia,"67,74"
1850,Sănătate - Medicamente OTC,Diaflex caps. 50 mg N10x3,"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"184,04"
1851,Sănătate - Medicamente OTC,Diaflex caps. 50 mg N10x3,"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"183,09"
1852,Sănătate - Medicamente OTC,Diazolin draj. 50mg N10,Farmak SA,Ucraina,"13,82"
1853,Sănătate - Medicamente OTC,Diazolin draj. 50mg N10,Farmak SA,Ucraina,"12,46"
1854,Sănătate - Medicamente OTC,Diazolin draj.100 mg N10,Farmak SAP,Ucraina,"14,59"
1855,Vitamine și Minerale,Diclofenac pic.oft. 0.1% 5ml,"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"31,76"
1856,Vitamine și Minerale,Diclofenac Retard comp. 100mg N10x2 (Hemofarm),Hemofarm AD,Serbia,"39,4"
1857,Sănătate - Medicamente OTC,Diclofenac sol. inj.25 mg/ml 3 ml N5 (Hemofarm),Hemofarm AD,Serbia,"26,28"
1858,Vitamine și Minerale,Dicynone comp. 250mg N100,Lek Pharmaceuticals d.d.,Slovenia,"181,26"
1859,Vitamine și Minerale,Dicynone comp. 250mg N100,Lek Pharmaceuticals d.d.,Slovenia,"197,9"
1860,Vitamine și Minerale,Dicynone sol.inj. 250mg/2ml N50,Lek Pharmaceuticals d.d.,Slovenia,"273,81"
1861,Sănătate - Medicamente OTC,Digenzym Plus comp. N20 LPH,Laboratorios Liconsa S.A.,Spania,"92,88"
1862,Sănătate - Medicamente OTC,"Dimia® 3 mg + 0,02 mg comp. film. N28 (Gedeon)",Gedeon Richter PLC,Ungaria,"157,39"
1863,Sănătate - Medicamente OTC,Diovan comp. 160mg N14,"Novartis Pharma AG (prod.: Novartis Pharma Stein AG, Elvetia)",Spania,"63,98"
1864,Sănătate - Medicamente OTC,Diroton comp. 20 mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"136,18"
1865,Sănătate - Medicamente OTC,Diroton comp. 20 mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"139,53"
1866,Sănătate - Medicamente OTC,Diroton comp. 20 mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"135,94"
1867,Sănătate - Medicamente OTC,Diroton comp. 5 mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"60,84"
1868,Frumusețe și Igienă - Îngrijire Corp/Față,Discuri demachiante Bambino bumbac N70,Hira Pamuk PLS Kozm ve Temizlik San LTD STI,Turcia,"19,95"
1869,Frumusețe și Igienă - Îngrijire Corp/Față,Discuri demachiante Ipek N80,Ipek SISa A.S.,Turcia,"21,11"
1870,Frumusețe și Igienă - Îngrijire Corp/Față,Discuri demachiante patrate Ipek N50,Ipek SISa A.S.,Turcia,"30,36"
1871,Mamă și Copil,Discuri pentru copii Ipek patrate N60,Ipek SISa A.S.,Turcia,"52,78"
1872,Sănătate - Parafarmaceutice,Discus compositum inj. 2.2ml N5,Biologische Heilmittel Heel GmbH,Germania,"259,9"
1873,Sănătate - Parafarmaceutice,Dolgit crema 100g,Dolorgiet GmbH&Co.KG,Germania,"112,29"
1874,Vitamine și Minerale,"Doloctan Forte 50mg,Uridin Monofosfat (Keltican)+B12 caps. N40 ZeinPharma",Zein Pharma,Germania,"498,75"
1875,Vitamine și Minerale,Dorado Omega 3 caps. moi gelatinoase N30 Pharmaris,Honor Pharmaceutecal Industry Limited Company,Turcia,"233,08"
1876,Vitamine și Minerale,Dorado Omega 3 caps. moi gelatinoase N30 Pharmaris,Honor Pharmaceutecal Industry Limited Company,Turcia,"233,09"
1877,Vitamine și Minerale,"Dorado Omega 3 cu vitamine, minerale si aminoacizi sol.orala 100ml Pharmaris",Honor Pharmaceutecal Industry Limited Company,Turcia,"203,34"
1878,Sănătate - Medicamente OTC,Doxiciclina caps. 100mg N10 (Eurofarmaco),"Eurofarmaco SA, ICS",Republica Moldova,"16,02"
1879,Vitamine și Minerale,"Drenlife Diur Forte comp. N30 (diuretic, drenajul fluidelor) Pharmalife",Pharmalife Research SRL,Italia,279
1880,Sănătate - Parafarmaceutice,Dropleks pic. auric. 15ml N1,"World Medicine (prod.: Egyptian International Pharmaceutical Industries Co. E.I.P.I.Co, Egipt)",Egipt,"41,11"
1881,Vitamine și Minerale,Duovit barbati draje N30,"KRKA d.d., Novo mesto",Slovenia,"183,51"
1882,Vitamine și Minerale,Duovit draje N40,"KRKA d.d., Novo mesto",Slovenia,"82,33"
1883,Vitamine și Minerale,Duphalac sirop 200ml,Solvay Pharmaceuticals BV,Olanda,"74,41"
1884,Vitamine și Minerale,Duphalac sirop 200ml,Solvay Pharmaceuticals BV,Olanda,"74,43"
1885,Vitamine și Minerale,Duphalac sirop 500ml,Solvay Pharmaceuticals BV,Olanda,"104,89"
1886,Vitamine și Minerale,Duphalac sirop 500ml,Solvay Pharmaceuticals BV,Olanda,"102,12"
